title:White Rice's Wishlist



//double perks
dimwishlist:item=4248569242&perks=3523296417,469285294#notes:Reconstruction,Demolitionist | Recombination
dimwishlist:item=407511664&perks=2319119708#notes:Demolitionist,Reconstruction | High Ground,Bait and Switch
dimwishlist:item=407511664&perks=3078487919#notes:Demolitionist,Reconstruction | High Ground,Bait and Switch
dimwishlist:item=407511664&perks=1523832109#notes:Demolitionist,Reconstruction | High Ground,Bait and Switch
dimwishlist:item=407511664&perks=2319119708#notes:Demolitionist,Reconstruction | High Ground,Bait and Switch
dimwishlist:item=407511664&perks=3078487919#notes:Demolitionist,Reconstruction | High Ground,Bait and Switch
dimwishlist:item=4230965989&perks=2848615171#notes:Reconstruction,Dragonfly,Subsistence | Killing Tally,Repulsor Brace
dimwishlist:item=4230965989&perks=2782457288#notes:Reconstruction,Dragonfly,Subsistence | Killing Tally,Repulsor Brace
dimwishlist:item=4230965989&perks=557221067#notes:Reconstruction,Dragonfly,Subsistence | Killing Tally,Repulsor Brace
dimwishlist:item=4230965989&perks=776531651#notes:Reconstruction,Dragonfly,Subsistence | Killing Tally,Repulsor Brace
dimwishlist:item=4230965989&perks=3865257976#notes:Reconstruction,Dragonfly,Subsistence | Killing Tally,Repulsor Brace
dimwishlist:item=4230965989&perks=2782457288#notes:Reconstruction,Dragonfly,Subsistence | Killing Tally,Repulsor Brace
dimwishlist:item=4230965989&perks=557221067#notes:Reconstruction,Dragonfly,Subsistence | Killing Tally,Repulsor Brace
dimwishlist:item=4230965989&perks=776531651#notes:Reconstruction,Dragonfly,Subsistence | Killing Tally,Repulsor Brace
dimwishlist:item=4230965989&perks=1523832109#notes:Reconstruction,Dragonfly,Subsistence | Killing Tally,Repulsor Brace
dimwishlist:item=4230965989&perks=2782457288#notes:Reconstruction,Dragonfly,Subsistence | Killing Tally,Repulsor Brace
dimwishlist:item=4230965989&perks=557221067#notes:Reconstruction,Dragonfly,Subsistence | Killing Tally,Repulsor Brace
dimwishlist:item=4230965989&perks=776531651#notes:Reconstruction,Dragonfly,Subsistence | Killing Tally,Repulsor Brace
dimwishlist:item=4230965989&perks=1820235745#notes:Reconstruction,Dragonfly,Subsistence | Killing Tally,Repulsor Brace
dimwishlist:item=4230965989&perks=2782457288#notes:Reconstruction,Dragonfly,Subsistence | Killing Tally,Repulsor Brace
dimwishlist:item=4230965989&perks=557221067#notes:Reconstruction,Dragonfly,Subsistence | Killing Tally,Repulsor Brace
dimwishlist:item=4230965989&perks=776531651#notes:Reconstruction,Dragonfly,Subsistence | Killing Tally,Repulsor Brace
dimwishlist:item=1311684613&perks=2869569095#notes:Envious Assassin,Field Prep | One for All,Vorpal Weapon,Chain Reaction
dimwishlist:item=1311684613&perks=2396489472#notes:Envious Assassin,Field Prep | One for All,Vorpal Weapon,Chain Reaction
dimwishlist:item=1311684613&perks=4049631843#notes:Envious Assassin,Field Prep | One for All,Vorpal Weapon,Chain Reaction
dimwishlist:item=1311684613&perks=1546637391#notes:Envious Assassin,Field Prep | One for All,Vorpal Weapon,Chain Reaction
dimwishlist:item=1311684613&perks=3960499187#notes:Envious Assassin,Field Prep | One for All,Vorpal Weapon,Chain Reaction
dimwishlist:item=1311684613&perks=2396489472#notes:Envious Assassin,Field Prep | One for All,Vorpal Weapon,Chain Reaction
dimwishlist:item=1311684613&perks=4049631843#notes:Envious Assassin,Field Prep | One for All,Vorpal Weapon,Chain Reaction
dimwishlist:item=1311684613&perks=1546637391#notes:Envious Assassin,Field Prep | One for All,Vorpal Weapon,Chain Reaction
dimwishlist:item=1311684613&perks=777589559#notes:Envious Assassin,Field Prep | One for All,Vorpal Weapon,Chain Reaction
dimwishlist:item=1311684613&perks=2396489472#notes:Envious Assassin,Field Prep | One for All,Vorpal Weapon,Chain Reaction
dimwishlist:item=1311684613&perks=4049631843#notes:Envious Assassin,Field Prep | One for All,Vorpal Weapon,Chain Reaction
dimwishlist:item=1311684613&perks=1546637391#notes:Envious Assassin,Field Prep | One for All,Vorpal Weapon,Chain Reaction
dimwishlist:item=1311684613&perks=968510818#notes:Envious Assassin,Field Prep | One for All,Vorpal Weapon,Chain Reaction
dimwishlist:item=1311684613&perks=2396489472#notes:Envious Assassin,Field Prep | One for All,Vorpal Weapon,Chain Reaction
dimwishlist:item=1311684613&perks=4049631843#notes:Envious Assassin,Field Prep | One for All,Vorpal Weapon,Chain Reaction
dimwishlist:item=1311684613&perks=1546637391#notes:Envious Assassin,Field Prep | One for All,Vorpal Weapon,Chain Reaction
dimwishlist:item=2666273249&perks=3523296417#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=2666273249&perks=2396489472#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=2666273249&perks=3218042543#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=2666273249&perks=4049631843#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=2666273249&perks=3987942396#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=2666273249&perks=2396489472#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=2666273249&perks=3218042543#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=2666273249&perks=4049631843#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=2666273249&perks=968510818#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=2666273249&perks=2396489472#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=2666273249&perks=3218042543#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=2666273249&perks=4049631843#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=657927352&perks=3523296417#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=657927352&perks=2396489472#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=657927352&perks=3218042543#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=657927352&perks=4049631843#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=657927352&perks=3987942396#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=657927352&perks=2396489472#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=657927352&perks=3218042543#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=657927352&perks=4049631843#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=657927352&perks=968510818#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=657927352&perks=2396489472#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=657927352&perks=3218042543#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=657927352&perks=4049631843#notes:Envious Arsenal,Envious Assassin,Demolitionist | Chain Reaction,One for All,Rolling Storm
dimwishlist:item=2168486467&perks=3987942396#notes:Envious Arsenal | Bait and Switch,Cascade Point,Explosive Light
dimwishlist:item=2168486467&perks=3078487919#notes:Envious Arsenal | Bait and Switch,Cascade Point,Explosive Light
dimwishlist:item=2168486467&perks=3194351027#notes:Envious Arsenal | Bait and Switch,Cascade Point,Explosive Light
dimwishlist:item=2168486467&perks=3751912585#notes:Envious Arsenal | Bait and Switch,Cascade Point,Explosive Light
dimwishlist:item=2039776723&perks=3987942396#notes:Envious Arsenal | Bait and Switch,Cascade Point,Explosive Light
dimwishlist:item=2039776723&perks=3078487919#notes:Envious Arsenal | Bait and Switch,Cascade Point,Explosive Light
dimwishlist:item=2039776723&perks=3194351027#notes:Envious Arsenal | Bait and Switch,Cascade Point,Explosive Light
dimwishlist:item=2039776723&perks=3751912585#notes:Envious Arsenal | Bait and Switch,Cascade Point,Explosive Light
dimwishlist:item=1762785662&perks=3751912585#notes:Envious Arsenal,Cascade Point,Attrition Orbs | Bait and Switch,Explosive Light,Surrounded
dimwishlist:item=1762785662&perks=3078487919#notes:Envious Arsenal,Cascade Point,Attrition Orbs | Bait and Switch,Explosive Light,Surrounded
dimwishlist:item=1762785662&perks=3194351027#notes:Envious Arsenal,Cascade Point,Attrition Orbs | Bait and Switch,Explosive Light,Surrounded
dimwishlist:item=1762785662&perks=3708227201#notes:Envious Arsenal,Cascade Point,Attrition Orbs | Bait and Switch,Explosive Light,Surrounded
dimwishlist:item=1762785662&perks=3987942396#notes:Envious Arsenal,Cascade Point,Attrition Orbs | Bait and Switch,Explosive Light,Surrounded
dimwishlist:item=1762785662&perks=3078487919#notes:Envious Arsenal,Cascade Point,Attrition Orbs | Bait and Switch,Explosive Light,Surrounded
dimwishlist:item=1762785662&perks=3194351027#notes:Envious Arsenal,Cascade Point,Attrition Orbs | Bait and Switch,Explosive Light,Surrounded
dimwishlist:item=1762785662&perks=3708227201#notes:Envious Arsenal,Cascade Point,Attrition Orbs | Bait and Switch,Explosive Light,Surrounded
dimwishlist:item=1762785662&perks=243981275#notes:Envious Arsenal,Cascade Point,Attrition Orbs | Bait and Switch,Explosive Light,Surrounded
dimwishlist:item=1762785662&perks=3078487919#notes:Envious Arsenal,Cascade Point,Attrition Orbs | Bait and Switch,Explosive Light,Surrounded
dimwishlist:item=1762785662&perks=3194351027#notes:Envious Arsenal,Cascade Point,Attrition Orbs | Bait and Switch,Explosive Light,Surrounded
dimwishlist:item=1762785662&perks=3708227201#notes:Envious Arsenal,Cascade Point,Attrition Orbs | Bait and Switch,Explosive Light,Surrounded
dimwishlist:item=867154247&perks=968510818#notes:Envious Assassin | Cascade Point,Full Court
dimwishlist:item=867154247&perks=2888557110#notes:Envious Assassin | Cascade Point,Full Court
dimwishlist:item=867154247&perks=3751912585#notes:Envious Assassin | Cascade Point,Full Court
dimwishlist:item=2599338625&perks=3987942396#notes:Envious Arsenal | Bait and Switch,Cascade Point,Explosive Light
dimwishlist:item=2599338625&perks=3078487919#notes:Envious Arsenal | Bait and Switch,Cascade Point,Explosive Light
dimwishlist:item=2599338625&perks=3194351027#notes:Envious Arsenal | Bait and Switch,Cascade Point,Explosive Light
dimwishlist:item=2599338625&perks=3751912585#notes:Envious Arsenal | Bait and Switch,Cascade Point,Explosive Light
dimwishlist:item=2228325504&perks=2396489472#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=2228325504&perks=3078487919#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=2228325504&perks=3194351027#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=2228325504&perks=3993379141#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=2228325504&perks=1164602481#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=2228325504&perks=3751912585#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=2228325504&perks=3078487919#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=2228325504&perks=3194351027#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=2228325504&perks=3993379141#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=2228325504&perks=1164602481#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=2228325504&perks=968510818#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=2228325504&perks=3078487919#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=2228325504&perks=3194351027#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=2228325504&perks=3993379141#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=2228325504&perks=1164602481#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=218335759&perks=2396489472#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=218335759&perks=3078487919#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=218335759&perks=3194351027#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=218335759&perks=3993379141#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=218335759&perks=1164602481#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=218335759&perks=3751912585#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=218335759&perks=3078487919#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=218335759&perks=3194351027#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=218335759&perks=3993379141#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=218335759&perks=1164602481#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=218335759&perks=968510818#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=218335759&perks=3078487919#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=218335759&perks=3194351027#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=218335759&perks=3993379141#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=218335759&perks=1164602481#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=568611923&perks=2396489472#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=568611923&perks=3078487919#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=568611923&perks=3194351027#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=568611923&perks=3993379141#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=568611923&perks=1164602481#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=568611923&perks=3751912585#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=568611923&perks=3078487919#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=568611923&perks=3194351027#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=568611923&perks=3993379141#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=568611923&perks=1164602481#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=568611923&perks=968510818#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=568611923&perks=3078487919#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
dimwishlist:item=568611923&perks=3194351027#notes:Envious Assassin,Cascade Point,Chain Reaction | Bait and Switch,Explosive Light,Deconstruct
